model_id,rank,ensemble_weight,type,cost,duration
5,1,0.46,extra_trees,0.4478362498731654,10.22127079963684
6,2,0.5,ard_regression,0.448211290089249,1.3800904750823975
3,3,0.04,extra_trees,0.47489963584972583,6.028557062149048
